attacker,defender,overtake,year,race_name,round_number,event_date,lap_number,total_laps,race_progress,attacker_position,defender_position,attacker_lap_time,defender_lap_time,gap_ahead,pace_delta,attacker_speed_i1,defender_speed_i1,attacker_speed_i2,defender_speed_i2,attacker_finish_line_speed,defender_finish_line_speed,attacker_straight_speed,defender_straight_speed,speed_i1_delta,speed_i2_delta,speed_fl_delta,speed_st_delta,safety_car,yellow_flag,attacker_tyre_compound,defender_tyre_compound,attacker_tyre_age,defender_tyre_age,tyre_age_difference,attacker_stint,defender_stint,attacker_fresh_tyre,defender_fresh_tyre,pit_stop_involved,track,sector,sector_type,is_in_drs_zone,drs_zone_length,track_type,attacker_qualification_rank,defender_qualification_rank,air_temp,track_temp,humidity,rainfall,wind_speed,overtake_within_2,overtake_within_3,sector1_delta,sector2_delta,sector3_delta,strongest_sector,compound_mismatch,attacker_team,defender_team,same_team,gap_to_car_ahead,gap_to_car_behind,drs_train_size,race_phase,stint_phase,attacker_overtake_rate_last5,defender_defend_rate_last5,attacker_team_pace_rank,defender_team_pace_rank,team_delta,attacker_positions_gained_avg,defender_positions_gained_avg,attacker_quali_vs_teammate,defender_quali_vs_teammate,attacker_race_pace_vs_teammate,defender_race_pace_vs_teammate
PIA,NOR,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,8,7,98.382,98.01,0.3550000000000182,-0.3719999999999999,233.0,231.0,253.0,249.0,285.0,285.0,302.0,298.0,2.0,4.0,0.0,4.0,False,False,SOFT,SOFT,5,5,0,1,1,False,False,False,SAKHIR,1,mixed,False,0,medium-speed,8,7,18.3,23.8,49.0,False,0.9,False,False,-0.07599999999999696,-0.17099999999999937,-0.125,-1,False,McLaren,McLaren,True,0.48900000000003274,0.5990000000001601,8,opening,fresh,0.03333333333333333,0.9,10.0,10.0,0.0,1.0,0.8,-1.4,1.4,1.2630083635265692,-1.2630083635265692
HAM,PIA,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,9,8,98.273,98.382,0.5990000000001601,0.10900000000000887,0.0,233.0,245.0,253.0,286.0,285.0,301.0,302.0,-233.0,-8.0,1.0,-1.0,False,False,SOFT,SOFT,5,5,0,1,1,False,False,False,SAKHIR,1,mixed,False,0,medium-speed,9,8,18.3,23.8,49.0,False,0.9,False,False,0.14199999999999946,-0.1039999999999992,0.0710000000000015,0,False,Mercedes,McLaren,False,0.3550000000000182,0.362999999999829,8,opening,fresh,0.12244897959183673,0.8571428571428571,10.0,10.0,0.0,-0.8,1.0,2.4,-1.4,0.2615437068607321,1.2630083635265692
TSU,HAM,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,10,9,98.689,98.273,0.362999999999829,-0.4159999999999968,232.0,0.0,243.0,245.0,285.0,286.0,289.0,301.0,232.0,-2.0,-1.0,-12.0,False,False,SOFT,SOFT,2,5,-3,1,1,True,False,False,SAKHIR,1,mixed,False,0,medium-speed,11,9,18.3,23.8,49.0,False,0.9,False,False,-0.3880000000000017,0.17600000000000193,-0.20400000000000063,1,False,RB,Mercedes,False,0.5990000000001601,0.40299999999979264,8,opening,fresh,0.057971014492753624,0.9827586206896551,10.0,10.0,0.0,1.2,-0.8,2.4,2.4,0.6192647318993949,0.2615437068607321
ALB,TSU,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,11,10,98.826,98.689,0.40299999999979264,-0.13700000000000045,229.0,232.0,245.0,243.0,286.0,285.0,295.0,289.0,-3.0,2.0,1.0,6.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,13,11,18.3,23.8,49.0,False,0.9,False,False,0.2560000000000002,-0.3890000000000029,-0.003999999999997783,0,False,Williams,RB,False,0.362999999999829,0.4610000000002401,8,opening,fresh,0.04,0.9245283018867925,10.0,10.0,0.0,-1.6,1.2,4.25,2.4,-0.35788399130161963,0.6192647318993949
MAG,ALB,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,12,11,98.911,98.826,0.4610000000002401,-0.08500000000000796,229.0,229.0,245.0,245.0,288.0,286.0,287.0,295.0,0.0,0.0,2.0,-8.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,15,13,18.3,23.8,49.0,False,0.9,False,False,-0.1720000000000006,0.030999999999998806,0.055999999999997385,2,False,Haas F1 Team,Williams,False,0.40299999999979264,0.4519999999997708,8,opening,fresh,0.0,0.9666666666666667,10.0,10.0,0.0,1.0,-1.6,-4.4,4.25,-0.446581220947661,-0.35788399130161963
ZHO,MAG,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,13,12,98.92,98.911,0.4519999999997708,-0.009000000000000341,230.0,229.0,249.0,245.0,289.0,288.0,302.0,287.0,1.0,4.0,1.0,15.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,17,15,18.3,23.8,49.0,False,0.9,False,False,0.13899999999999935,-0.05999999999999517,-0.08799999999999741,0,False,Kick Sauber,Haas F1 Team,False,0.4610000000002401,1.1200000000003456,8,opening,fresh,0.08333333333333333,0.8918918918918919,10.0,10.0,0.0,-1.6,1.0,1.25,-4.4,-0.4981180198434991,-0.446581220947661
RIC,SAR,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,15,14,99.509,98.481,0.25300000000015643,-1.0280000000000058,231.0,231.0,243.0,248.0,284.0,282.0,300.0,308.0,0.0,-5.0,2.0,-8.0,False,False,SOFT,SOFT,5,2,3,1,1,False,True,False,SAKHIR,1,mixed,False,0,medium-speed,14,18,18.3,23.8,49.0,False,0.9,False,False,-0.565999999999999,-0.347999999999999,-0.11400000000000077,-1,False,RB,Williams,False,1.1200000000003456,0.9890000000000327,4,opening,fresh,0.02040816326530612,0.9038461538461539,10.0,10.0,0.0,-1.3333333333333333,1.5,-2.6666666666666665,-4.25,-0.728782714361652,0.35788399130161963
OCO,RIC,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,16,15,99.094,99.509,0.9890000000000327,0.41500000000000625,229.0,231.0,245.0,243.0,284.0,284.0,283.0,300.0,-2.0,2.0,0.0,-17.0,False,False,SOFT,SOFT,2,5,-3,1,1,True,False,False,SAKHIR,1,mixed,False,0,medium-speed,19,14,18.3,23.8,49.0,False,0.9,False,False,-0.3430000000000035,0.6340000000000003,0.12399999999999878,1,False,Alpine,RB,False,0.25300000000015643,0.5830000000000837,4,opening,fresh,0.023809523809523808,0.88,10.0,10.0,0.0,-1.0,-1.3333333333333333,-2.0,-2.6666666666666665,0.20410393382352865,-0.728782714361652
GAS,OCO,False,2024,Bahrain Grand Prix,1,2024-03-02,2,57,0.0351,17,16,99.059,99.094,0.5830000000000837,0.03499999999999659,229.0,229.0,245.0,245.0,284.0,284.0,266.0,283.0,0.0,0.0,0.0,-17.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,20,19,18.3,23.8,49.0,False,0.9,False,False,0.14500000000000313,-0.02400000000000091,-0.08599999999999852,0,False,Alpine,Alpine,True,0.9890000000000327,1.2959999999998217,4,opening,fresh,0.037037037037037035,0.896551724137931,10.0,10.0,0.0,-0.5,-1.0,2.0,-2.0,-0.20410393382352865,0.20410393382352865
LEC,RUS,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,3,2,98.062,96.406,0.7300000000000182,-1.6559999999999917,234.0,232.0,256.0,250.0,283.0,278.0,296.0,318.0,2.0,6.0,5.0,-22.0,False,False,SOFT,SOFT,6,6,0,1,1,False,False,False,SAKHIR,1,mixed,False,0,medium-speed,2,3,18.3,23.8,49.0,False,1.5,False,False,-0.8559999999999981,-0.6540000000000035,-0.1460000000000008,-1,False,Ferrari,Mercedes,False,2.2830000000003565,1.4609999999997854,2,opening,mid,0.045454545454545456,0.8888888888888888,10.0,10.0,0.0,0.0,0.0,5.0,-2.4,0.8546330275802688,-0.2615437068607321
ALO,NOR,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,7,6,99.046,97.787,0.47899999999981446,-1.2590000000000003,228.0,229.0,249.0,254.0,282.0,275.0,290.0,318.0,-1.0,-5.0,7.0,-28.0,False,False,SOFT,SOFT,6,6,0,1,1,False,False,False,SAKHIR,1,mixed,False,0,medium-speed,6,7,18.3,23.8,49.0,False,1.5,False,False,-0.9559999999999995,-0.2430000000000021,-0.05999999999999872,-1,False,Aston Martin,McLaren,False,2.3219999999996617,1.206000000000131,2,opening,mid,0.05357142857142857,0.9,10.0,10.0,0.0,1.6,0.8,4.6,1.4,0.3207589202581289,-1.2630083635265692
HAM,PIA,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,9,8,98.303,98.258,0.4899999999997817,-0.045000000000001705,231.0,0.0,246.0,259.0,286.0,288.0,311.0,318.0,231.0,-13.0,-2.0,-7.0,False,False,SOFT,SOFT,6,6,0,1,1,False,False,False,SAKHIR,1,mixed,False,0,medium-speed,9,8,18.3,23.8,49.0,False,1.5,False,False,0.0849999999999973,-0.10599999999999454,-0.02400000000000091,0,False,Mercedes,McLaren,False,1.206000000000131,0.7789999999999964,11,opening,mid,0.12244897959183673,0.8571428571428571,10.0,10.0,0.0,-0.8,1.0,2.4,-1.4,0.2615437068607321,1.2630083635265692
TSU,HAM,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,10,9,98.431,98.303,0.7789999999999964,-0.1280000000000001,227.0,231.0,238.0,246.0,284.0,286.0,311.0,311.0,-4.0,-8.0,-2.0,0.0,False,False,SOFT,SOFT,3,6,-3,1,1,True,False,False,SAKHIR,1,mixed,False,0,medium-speed,11,9,18.3,23.8,49.0,False,1.5,False,False,0.0730000000000004,0.02599999999999625,-0.2270000000000003,0,False,RB,Mercedes,False,0.4899999999997817,0.5399999999999636,11,opening,fresh,0.057971014492753624,0.9827586206896551,10.0,10.0,0.0,1.2,-0.8,2.4,2.4,0.6192647318993949,0.2615437068607321
ALB,TSU,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,11,10,98.507,98.431,0.5399999999999636,-0.07600000000000762,0.0,227.0,244.0,238.0,286.0,284.0,312.0,311.0,-227.0,6.0,2.0,1.0,False,False,SOFT,SOFT,3,3,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,13,11,18.3,23.8,49.0,False,1.5,False,False,-0.012999999999998124,-0.008000000000002672,-0.054999999999999716,-1,False,Williams,RB,False,0.7789999999999964,0.5460000000002765,11,opening,fresh,0.04,0.9245283018867925,10.0,10.0,0.0,-1.6,1.2,4.25,2.4,-0.35788399130161963,0.6192647318993949
MAG,ALB,False,2024,Bahrain Grand Prix,1,2024-03-02,3,57,0.0526,12,11,98.399,98.507,0.5460000000002765,0.10800000000000409,230.0,0.0,245.0,244.0,289.0,286.0,320.0,312.0,230.0,1.0,3.0,8.0,False,False,SOFT,SOFT,3,3,0,1,1,True,True,False,SAKHIR,1,mixed,False,0,medium-speed,15,13,18.3,23.8,49.0,False,1.5,False,False,0.0329999999999977,-0.036999999999999034,0.11199999999999832,2,False,Haas F1 Team,Williams,False,0.5399999999999636,0.46099999999978536,11,opening,fresh,0.0,0.9666666666666667,10.0,10.0,0.0,1.0,-1.6,-4.4,4.25,-0.446581220947661,-0.35788399130161963
