attacker,defender,overtake,year,race_name,round_number,event_date,lap_number,total_laps,race_progress,attacker_position,defender_position,attacker_lap_time,defender_lap_time,gap_ahead,pace_delta,attacker_speed_i1,defender_speed_i1,attacker_speed_i2,defender_speed_i2,attacker_finish_line_speed,defender_finish_line_speed,attacker_straight_speed,defender_straight_speed,speed_i1_delta,speed_i2_delta,speed_fl_delta,speed_st_delta,safety_car,yellow_flag,attacker_tyre_compound,defender_tyre_compound,attacker_tyre_age,defender_tyre_age,tyre_age_difference,attacker_stint,defender_stint,attacker_fresh_tyre,defender_fresh_tyre,pit_stop_involved,track,sector,sector_type,is_in_drs_zone,drs_zone_length,track_type,attacker_qualification_rank,defender_qualification_rank,air_temp,track_temp,humidity,rainfall,wind_speed,overtake_within_2,overtake_within_3,sector1_delta,sector2_delta,sector3_delta,strongest_sector,compound_mismatch,attacker_team,defender_team,same_team,gap_to_car_ahead,gap_to_car_behind,drs_train_size,race_phase,stint_phase,attacker_overtake_rate_last5,defender_defend_rate_last5,attacker_team_pace_rank,defender_team_pace_rank,team_delta,attacker_positions_gained_avg,defender_positions_gained_avg,attacker_quali_vs_teammate,defender_quali_vs_teammate,attacker_race_pace_vs_teammate,defender_race_pace_vs_teammate
LAT,HAM,False,2022,Spanish Grand Prix,6,2022-05-22,25,66,0.3788,18,17,91.835,87.415,0.7319999999999709,-4.4199999999999875,221.0,262.0,244.0,249.0,268.0,269.0,303.0,297.0,-41.0,-5.0,-1.0,6.0,False,False,MEDIUM,MEDIUM,13,3,10,2,3,True,True,True,BARCELONA,1,mixed,False,0,medium-speed,19,6,37.0,49.4,6.0,False,2.7,False,False,-0.7220000000000013,-1.8170000000000002,-1.8810000000000002,-1,False,Williams,Mercedes,False,12.260999999999513,3.6099999999996726,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,RUS,False,2022,Spanish Grand Prix,6,2022-05-22,26,66,0.3939,3,2,88.486,88.687,0.8170000000000073,0.2009999999999934,0.0,246.0,271.0,255.0,271.0,270.0,326.0,297.0,-246.0,16.0,1.0,29.0,False,False,MEDIUM,MEDIUM,13,13,0,2,2,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,2,4,37.0,49.4,6.0,False,2.5,False,False,0.3500000000000014,-0.04800000000000182,-0.10100000000000264,0,False,Red Bull Racing,Mercedes,False,11.215000000000146,1.23700000000008,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,GAS,False,2022,Spanish Grand Prix,6,2022-05-22,26,66,0.3939,15,14,90.687,90.82,0.5709999999999127,0.13299999999999557,238.0,256.0,254.0,270.0,277.0,269.0,323.0,299.0,-18.0,-16.0,8.0,24.0,False,False,SOFT,MEDIUM,15,16,-1,2,2,False,True,True,BARCELONA,1,mixed,False,0,medium-speed,17,14,37.0,49.4,6.0,False,2.5,False,False,0.0730000000000004,-0.017000000000003013,0.07699999999999818,2,True,Aston Martin,AlphaTauri,False,2.4350000000004,3.712999999999738,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,RUS,False,2022,Spanish Grand Prix,6,2022-05-22,27,66,0.4091,2,1,88.533,88.513,0.6159999999999854,-0.01999999999999602,0.0,247.0,274.0,262.0,279.0,272.0,324.0,296.0,-247.0,12.0,7.0,28.0,False,False,MEDIUM,MEDIUM,14,14,0,2,2,True,True,True,BARCELONA,1,mixed,False,0,medium-speed,2,4,37.0,49.4,7.0,False,1.0,False,False,0.17600000000000193,0.02499999999999858,-0.22100000000000009,0,False,Red Bull Racing,Mercedes,False,99.0,1.2489999999997963,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,RUS,True,2022,Spanish Grand Prix,6,2022-05-22,30,66,0.4545,2,1,88.328,88.626,0.9390000000003056,0.2980000000000018,256.0,248.0,255.0,252.0,279.0,271.0,325.0,0.0,8.0,3.0,8.0,325.0,False,False,MEDIUM,MEDIUM,13,17,-4,2,2,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,5,4,37.2,49.3,7.0,False,3.7,True,True,0.4450000000000003,-0.00999999999999801,-0.13700000000000045,0,False,Red Bull Racing,Mercedes,False,99.0,13.610999999999876,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,HAM,False,2022,Spanish Grand Prix,6,2022-05-22,30,66,0.4545,13,12,89.393,86.711,0.43099999999958527,-2.682000000000002,246.0,256.0,248.0,247.0,270.0,271.0,315.0,333.0,-10.0,1.0,-1.0,-18.0,False,False,SOFT,MEDIUM,12,8,4,2,3,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,16,6,37.2,49.3,7.0,False,3.7,False,False,-1.2899999999999991,-0.8659999999999997,-0.5259999999999998,-1,True,Aston Martin,Mercedes,False,9.182999999999993,3.4989999999997963,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,PER,False,2022,Spanish Grand Prix,6,2022-05-22,31,66,0.4697,2,1,90.146,87.92,0.6409999999996217,-2.225999999999999,227.0,268.0,239.0,267.0,269.0,268.0,295.0,329.0,-41.0,-28.0,1.0,-34.0,False,False,MEDIUM,MEDIUM,18,14,4,2,2,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,4,5,37.2,49.3,6.0,False,4.3,False,False,-1.1449999999999996,-0.8509999999999991,-0.23000000000000043,-1,False,Mercedes,Red Bull Racing,False,99.0,15.733999999999469,2,middle,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSU,ALO,False,2022,Spanish Grand Prix,6,2022-05-22,34,66,0.5152,11,10,89.888,87.898,0.43800000000010186,-1.990000000000009,247.0,255.0,257.0,255.0,272.0,268.0,294.0,319.0,-8.0,2.0,4.0,-25.0,False,False,SOFT,SOFT,5,3,2,3,3,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,13,20,37.0,49.5,6.0,False,3.7,False,False,-1.1849999999999987,-0.03399999999999892,-0.7710000000000008,-1,False,AlphaTauri,Alpine,False,24.699000000000524,4.885000000000218,2,middle,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,NOR,False,2022,Spanish Grand Prix,6,2022-05-22,39,66,0.5909,9,8,89.96,87.116,0.6080000000001746,-2.843999999999994,242.0,259.0,259.0,257.0,269.0,269.0,297.0,324.0,-17.0,2.0,0.0,-27.0,False,False,SOFT,SOFT,21,9,12,2,3,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,16,11,36.8,49.3,7.0,False,3.5,False,False,-1.2550000000000026,-1.081000000000003,-0.5080000000000027,-1,False,Aston Martin,McLaren,False,6.3289999999997235,4.484000000000378,2,middle,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,MAG,False,2022,Spanish Grand Prix,6,2022-05-22,40,66,0.6061,18,17,93.007,88.467,0.44800000000032014,-4.540000000000006,238.0,254.0,226.0,266.0,269.0,271.0,301.0,324.0,-16.0,-40.0,-2.0,-23.0,False,False,SOFT,HARD,15,11,4,3,3,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,18,8,36.7,49.1,7.0,False,3.7,False,False,-0.9520000000000017,-2.3830000000000027,-1.2049999999999983,-1,True,Williams,Haas F1 Team,False,9.600999999999658,99.0,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,VET,False,2022,Spanish Grand Prix,6,2022-05-22,45,66,0.6818,14,13,90.422,88.152,0.23499999999967258,-2.269999999999996,255.0,262.0,267.0,266.0,271.0,268.0,0.0,315.0,-7.0,1.0,3.0,-315.0,False,False,SOFT,MEDIUM,19,4,15,3,3,False,False,True,BARCELONA,1,mixed,False,0,medium-speed,14,16,36.6,48.9,8.0,False,3.2,False,False,-0.8590000000000018,-0.5159999999999982,-0.8949999999999996,-1,True,AlphaTauri,Aston Martin,False,6.569000000000415,18.409999999999854,2,middle,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCO,SAI,False,2022,Spanish Grand Prix,6,2022-05-22,47,66,0.7121,7,6,89.064,86.345,0.17000000000007276,-2.718999999999994,250.0,253.0,265.0,268.0,269.0,272.0,305.0,320.0,-3.0,-3.0,-3.0,-15.0,False,False,SOFT,SOFT,15,5,10,3,4,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,12,3,36.8,49.1,8.0,False,3.0,False,False,-0.8829999999999991,-1.064,-0.7719999999999985,-1,False,Alpine,Ferrari,False,13.865000000000691,6.255999999999403,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,VER,False,2022,Spanish Grand Prix,6,2022-05-22,49,66,0.7424,2,1,88.557,86.242,0.6850000000004002,-2.3149999999999977,215.0,270.0,260.0,271.0,274.0,273.0,0.0,307.0,-55.0,-11.0,1.0,-307.0,False,False,MEDIUM,MEDIUM,12,5,7,3,4,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,5,2,36.6,49.0,7.0,False,2.0,False,False,-0.6069999999999993,-1.1019999999999968,-0.6060000000000016,-1,False,Red Bull Racing,Red Bull Racing,True,99.0,10.972999999999956,2,middle,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCO,HAM,False,2022,Spanish Grand Prix,6,2022-05-22,51,66,0.7727,7,6,88.627,84.253,0.1720000000004802,-4.373999999999995,252.0,262.0,271.0,259.0,269.0,273.0,304.0,318.0,-10.0,12.0,-4.0,-14.0,False,False,SOFT,SOFT,19,6,13,3,4,False,False,True,BARCELONA,1,mixed,False,0,medium-speed,12,6,36.8,48.8,8.0,False,2.2,False,False,-1.6429999999999971,-1.3719999999999999,-1.3590000000000018,-1,False,Alpine,Mercedes,False,8.362999999999374,7.855999999999767,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG,STR,False,2022,Spanish Grand Prix,6,2022-05-22,51,66,0.7727,16,15,91.497,87.943,0.3319999999985157,-3.554000000000002,253.0,245.0,227.0,256.0,276.0,269.0,304.0,320.0,8.0,-29.0,7.0,-16.0,False,False,HARD,SOFT,22,5,17,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,8,17,36.8,48.8,8.0,False,2.2,False,False,-0.8910000000000018,-1.4400000000000048,-1.2230000000000025,-1,True,Haas F1 Team,Aston Martin,False,22.5679999999993,0.3919999999998254,3,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOT,RUS,False,2022,Spanish Grand Prix,6,2022-05-22,53,66,0.803,4,3,89.717,84.636,0.797999999998865,-5.081000000000003,253.0,263.0,263.0,259.0,272.0,273.0,296.0,325.0,-10.0,4.0,-1.0,-29.0,False,False,MEDIUM,SOFT,19,4,15,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,7,4,36.9,48.9,7.0,False,2.7,False,False,-2.108999999999998,-1.4809999999999945,-1.4909999999999997,-1,True,Alfa Romeo,Mercedes,False,29.062999999998283,8.156999999999243,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSC,ALO,False,2022,Spanish Grand Prix,6,2022-05-22,55,66,0.8333,10,9,90.575,86.819,0.43399999999928696,-3.7560000000000002,240.0,253.0,273.0,245.0,272.0,277.0,304.0,326.0,-13.0,28.0,-5.0,-22.0,False,False,MEDIUM,SOFT,25,4,21,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,10,20,36.6,48.5,8.0,False,2.0,False,False,-1.471,-1.294000000000004,-0.9909999999999997,-1,True,Haas F1 Team,Alpine,False,12.576000000000931,3.2739999999994325,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSC,TSU,False,2022,Spanish Grand Prix,6,2022-05-22,56,66,0.8485,11,10,90.482,87.078,0.17300000000068394,-3.4039999999999964,252.0,256.0,272.0,268.0,271.0,271.0,301.0,317.0,-4.0,4.0,0.0,-16.0,False,False,MEDIUM,SOFT,26,7,19,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,10,13,36.6,48.4,8.0,False,2.2,False,False,-0.972999999999999,-1.2629999999999981,-1.1679999999999993,-1,True,Haas F1 Team,AlphaTauri,False,3.4950000000008004,4.22400000000016,2,closing,cliff,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAI,BOT,True,2022,Spanish Grand Prix,6,2022-05-22,57,66,0.8636,5,4,87.691,88.149,0.9470000000001164,0.4579999999999984,247.0,260.0,273.0,270.0,282.0,272.0,323.0,296.0,-13.0,3.0,10.0,27.0,False,False,SOFT,MEDIUM,15,23,-8,4,3,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,3,7,36.5,48.3,9.0,False,2.2,True,True,0.4220000000000006,-0.012999999999998124,0.04899999999999949,0,True,Ferrari,Alfa Romeo,False,10.969999999999345,1.7970000000004802,2,closing,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,SAI,False,2022,Spanish Grand Prix,6,2022-05-22,58,66,0.8788,5,4,86.408,86.051,0.5529999999998836,-0.3569999999999993,0.0,268.0,254.0,279.0,282.0,274.0,324.0,325.0,-268.0,-25.0,8.0,-1.0,False,False,SOFT,SOFT,13,16,-3,4,4,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,6,3,36.4,48.4,8.0,False,2.0,True,True,-0.6479999999999997,0.10099999999999909,0.19000000000000128,2,False,Mercedes,Ferrari,False,12.726000000000568,1.0419999999994616,2,closing,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,SAI,True,2022,Spanish Grand Prix,6,2022-05-22,59,66,0.8939,5,4,86.919,87.298,0.9099999999998545,0.3790000000000049,260.0,0.0,263.0,275.0,284.0,276.0,325.0,304.0,260.0,-12.0,8.0,21.0,False,False,SOFT,SOFT,14,17,-3,4,4,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,6,3,36.3,48.4,7.0,False,5.5,True,True,0.3309999999999995,0.07200000000000273,-0.02400000000000091,0,False,Mercedes,Ferrari,False,12.08599999999933,3.0090000000000146,2,closing,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSC,VET,False,2022,Spanish Grand Prix,6,2022-05-22,59,66,0.8939,12,11,91.964,87.629,0.3279999999995198,-4.334999999999994,251.0,250.0,273.0,261.0,276.0,272.0,303.0,320.0,1.0,12.0,4.0,-17.0,False,False,MEDIUM,MEDIUM,29,18,11,3,3,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,10,16,36.3,48.4,7.0,False,5.5,False,False,-1.1560000000000024,-2.155999999999999,-1.0229999999999997,-1,False,Haas F1 Team,Aston Martin,False,9.502999999998792,12.27599999999984,2,closing,cliff,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAI,HAM,False,2022,Spanish Grand Prix,6,2022-05-22,60,66,0.9091,5,4,88.388,85.895,0.5309999999990396,-2.493000000000009,249.0,266.0,261.0,249.0,275.0,274.0,303.0,327.0,-17.0,12.0,1.0,-24.0,False,False,SOFT,SOFT,18,15,3,4,4,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,3,6,36.3,48.3,8.0,False,4.5,False,False,-1.3759999999999977,-0.5410000000000039,-0.575999999999997,-1,False,Ferrari,Mercedes,False,13.153999999998632,5.092000000000553,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG,LAT,False,2022,Spanish Grand Prix,6,2022-05-22,62,66,0.9394,17,16,93.41,88.7,0.43800000000010186,-4.709999999999994,246.0,240.0,178.0,248.0,274.0,274.0,302.0,326.0,6.0,-70.0,0.0,-24.0,False,False,HARD,SOFT,33,15,18,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,8,19,36.4,48.1,11.0,False,2.4,False,False,-1.5899999999999999,-1.881999999999998,-1.2379999999999995,-1,True,Haas F1 Team,Williams,False,27.040000000000873,46.50200000000041,2,closing,cliff,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIC,MSC,True,2022,Spanish Grand Prix,6,2022-05-22,63,66,0.9545,13,12,89.164,89.727,0.875,0.5630000000000024,246.0,259.0,263.0,268.0,282.0,273.0,317.0,298.0,-13.0,-5.0,9.0,19.0,False,False,SOFT,MEDIUM,18,33,-15,4,3,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,9,10,36.5,48.0,9.0,False,4.5,True,True,0.29299999999999926,-0.030000000000001137,0.3000000000000007,2,True,McLaren,Haas F1 Team,False,9.95299999999952,1.625,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSC,RIC,False,2022,Spanish Grand Prix,6,2022-05-22,64,66,0.9697,13,12,91.005,89.12,0.31199999999989814,-1.884999999999991,251.0,257.0,271.0,268.0,275.0,269.0,300.0,320.0,-6.0,3.0,6.0,-20.0,False,False,MEDIUM,SOFT,34,19,15,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,10,9,36.5,48.0,8.0,False,4.3,False,False,-1.154,-0.6969999999999956,-0.03400000000000247,-1,True,Haas F1 Team,McLaren,False,11.527000000000044,1.6459999999988213,2,closing,cliff,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,SAI,False,2022,Spanish Grand Prix,6,2022-05-22,65,66,0.9848,5,4,91.646,87.64,0.8040000000000873,-4.006,228.0,259.0,227.0,272.0,236.0,273.0,267.0,305.0,-31.0,-45.0,-37.0,-38.0,False,False,SOFT,SOFT,20,23,-3,4,4,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,6,3,36.4,48.0,8.0,False,3.2,False,False,-2.064,-1.1950000000000003,-0.7469999999999999,-1,False,Mercedes,Ferrari,False,15.92699999999968,11.084999999999127,2,closing,degraded,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSC,GAS,False,2022,Spanish Grand Prix,6,2022-05-22,65,66,0.9848,14,13,91.153,88.352,0.30500000000029104,-2.801000000000002,249.0,265.0,264.0,269.0,273.0,274.0,302.0,328.0,-16.0,-5.0,-1.0,-26.0,False,False,MEDIUM,SOFT,35,22,13,3,4,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,10,14,36.4,48.0,8.0,False,3.2,False,False,-1.4979999999999976,-0.5019999999999953,-0.8009999999999984,-1,True,Haas F1 Team,AlphaTauri,False,1.8780000000006112,20.191000000000713,2,closing,cliff,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEC,PER,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,2,1,112.264,110.927,0.0,-1.336999999999989,206.0,211.0,212.0,214.0,311.0,311.0,314.0,311.0,-5.0,-2.0,0.0,3.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,1,2,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.4899999999999949,0.21600000000000108,2,False,Ferrari,Red Bull Racing,False,99.0,0.0,20,opening,fresh,0.5,0.75,2.0,3.0,-1.0,0.0,1.0,2.0,-3.0,0.9676428571428914,-1.1671409090909037
VER,LEC,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,3,2,112.92,112.264,0.0,-0.6560000000000059,195.0,206.0,211.0,212.0,325.0,311.0,319.0,314.0,-11.0,-1.0,14.0,5.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,3,1,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.2510000000000048,0.1339999999999968,2,False,Red Bull Racing,Ferrari,False,0.0,0.0,20,opening,fresh,0.058823529411764705,1.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,1.1671409090909037,0.9676428571428914
SAI,VER,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,4,3,114.359,112.92,0.0,-1.438999999999993,196.0,195.0,207.0,211.0,311.0,325.0,317.0,319.0,1.0,-4.0,-14.0,-2.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,4,3,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.5700000000000003,-0.12599999999999767,-1,False,Ferrari,Red Bull Racing,False,0.0,0.0,20,opening,fresh,0.3333333333333333,1.0,2.0,3.0,-1.0,-2.0,0.0,-2.0,3.0,-0.9676428571428914,1.1671409090909037
RUS,SAI,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,5,4,115.452,114.359,0.0,-1.0930000000000035,193.0,196.0,215.0,207.0,312.0,311.0,311.0,317.0,-3.0,8.0,1.0,-6.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,5,4,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.35199999999999676,-0.34299999999999997,-1,False,Mercedes,Ferrari,False,0.0,0.0,20,opening,fresh,0.0,0.875,1.0,2.0,-1.0,1.0,-2.0,2.0,-2.0,-1.5127678571428333,-0.9676428571428914
GAS,RUS,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,6,5,116.234,115.452,0.0,-0.7819999999999965,188.0,193.0,196.0,215.0,322.0,312.0,315.0,311.0,-5.0,-19.0,10.0,4.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,6,5,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.3890000000000029,0.11999999999999744,2,False,AlphaTauri,Mercedes,False,0.0,0.0,20,opening,fresh,0.0,0.9473684210526315,6.0,1.0,5.0,2.0,1.0,-1.0,2.0,-0.5438260869565283,-1.5127678571428333
HAM,GAS,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,7,6,116.952,116.234,0.0,-0.7180000000000035,184.0,188.0,205.0,196.0,318.0,322.0,314.0,315.0,-4.0,9.0,-4.0,-1.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,7,6,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.2839999999999989,-0.01899999999999835,-1,False,Mercedes,AlphaTauri,False,0.0,0.0,20,opening,fresh,0.3333333333333333,0.8461538461538461,1.0,6.0,-5.0,-12.0,2.0,-2.0,-1.0,1.5127678571428333,-0.5438260869565283
VET,HAM,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,8,7,117.643,116.952,0.0,-0.6910000000000025,183.0,184.0,198.0,205.0,327.0,318.0,319.0,314.0,-1.0,-7.0,9.0,5.0,False,False,MEDIUM,MEDIUM,2,1,1,1,1,False,True,False,BAKU,1,mixed,False,0,medium-speed,9,7,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.2680000000000007,0.08899999999999864,2,False,Aston Martin,Mercedes,False,0.0,0.0,20,opening,fresh,0.0,1.0,9.0,1.0,8.0,3.0,-12.0,1.0,-2.0,0.39500892857141423,1.5127678571428333
TSU,VET,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,9,8,118.4,117.643,0.0,-0.757000000000005,200.0,183.0,196.0,198.0,322.0,327.0,317.0,319.0,17.0,-2.0,-5.0,-2.0,False,False,MEDIUM,MEDIUM,1,2,-1,1,1,True,False,False,BAKU,1,mixed,False,0,medium-speed,8,9,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.347999999999999,0.05100000000000193,2,False,AlphaTauri,Aston Martin,False,0.0,0.0,20,opening,fresh,0.2,0.8333333333333334,6.0,9.0,-3.0,2.0,3.0,1.0,1.0,0.5438260869565283,0.39500892857141423
ALO,TSU,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,10,9,118.543,118.4,0.0,-0.14300000000000068,199.0,200.0,190.0,196.0,328.0,322.0,327.0,317.0,-1.0,-6.0,6.0,10.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,10,8,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.48100000000000165,0.3810000000000002,2,False,Alpine,AlphaTauri,False,0.0,0.0,20,opening,fresh,0.375,1.0,4.0,6.0,-2.0,5.0,2.0,-8.0,1.0,-0.3418809523809472,0.5438260869565283
NOR,ALO,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,11,10,119.787,118.543,0.0,-1.2439999999999998,182.0,199.0,186.0,190.0,310.0,328.0,312.0,327.0,-17.0,-4.0,-18.0,-15.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,11,10,25.9,48.6,56.0,False,0.6,False,False,0.0,0.027000000000001023,-0.6999999999999993,1,False,McLaren,Alpine,False,0.0,0.0,20,opening,fresh,0.25,0.9230769230769231,5.0,4.0,1.0,1.0,5.0,-2.0,-8.0,-0.2803602484472094,-0.3418809523809472
RIC,NOR,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,12,11,120.53,119.787,0.0,-0.742999999999995,186.0,182.0,194.0,186.0,313.0,310.0,315.0,312.0,4.0,8.0,3.0,3.0,False,False,HARD,MEDIUM,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,12,11,25.9,48.6,56.0,False,0.6,False,False,0.0,-0.634999999999998,0.12199999999999989,2,True,McLaren,McLaren,True,0.0,0.0,20,opening,fresh,0.09090909090909091,1.0,5.0,5.0,0.0,1.0,1.0,2.0,-2.0,0.2803602484472094,-0.2803602484472094
OCO,RIC,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,13,12,120.803,120.53,0.0,-0.27299999999999613,175.0,186.0,189.0,194.0,324.0,313.0,326.0,315.0,-11.0,-5.0,11.0,11.0,False,False,HARD,HARD,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,13,12,25.9,48.6,56.0,False,0.6,False,False,0.0,0.04899999999999949,0.4789999999999992,2,False,Alpine,McLaren,False,0.0,0.0,20,opening,fresh,0.14285714285714285,0.6666666666666666,4.0,5.0,-1.0,3.0,1.0,8.0,2.0,0.3418809523809472,0.2803602484472094
ZHO,OCO,False,2022,Azerbaijan Grand Prix,8,2022-06-12,1,51,0.0196,14,13,121.528,120.803,0.0,-0.7250000000000085,170.0,175.0,183.0,189.0,317.0,324.0,319.0,326.0,-5.0,-6.0,-7.0,-7.0,False,False,MEDIUM,HARD,1,1,0,1,1,True,True,False,BAKU,1,mixed,False,0,medium-speed,14,13,25.9,48.6,56.0,False,0.6,False,False,0.0,0.014000000000002899,-0.28699999999999903,1,True,Alfa Romeo,Alpine,False,0.0,0.0,20,opening,fresh,0.25,0.8571428571428571,8.0,4.0,4.0,-2.0,3.0,-8.0,8.0,-1.3517500000000098,0.3418809523809472
