attacker,defender,overtake,year,race_name,round_number,event_date,lap_number,total_laps,race_progress,attacker_position,defender_position,attacker_lap_time,defender_lap_time,gap_ahead,pace_delta,attacker_speed_i1,defender_speed_i1,attacker_speed_i2,defender_speed_i2,attacker_finish_line_speed,defender_finish_line_speed,attacker_straight_speed,defender_straight_speed,speed_i1_delta,speed_i2_delta,speed_fl_delta,speed_st_delta,safety_car,yellow_flag,attacker_tyre_compound,defender_tyre_compound,attacker_tyre_age,defender_tyre_age,tyre_age_difference,attacker_stint,defender_stint,attacker_fresh_tyre,defender_fresh_tyre,pit_stop_involved,track,sector,sector_type,is_in_drs_zone,drs_zone_length,track_type,attacker_qualification_rank,defender_qualification_rank,air_temp,track_temp,humidity,rainfall,wind_speed,overtake_within_2,overtake_within_3,sector1_delta,sector2_delta,sector3_delta,strongest_sector,compound_mismatch,attacker_team,defender_team,same_team,gap_to_car_ahead,gap_to_car_behind,drs_train_size,race_phase,stint_phase,attacker_overtake_rate_last5,defender_defend_rate_last5,attacker_team_pace_rank,defender_team_pace_rank,team_delta,attacker_positions_gained_avg,defender_positions_gained_avg,attacker_quali_vs_teammate,defender_quali_vs_teammate,attacker_race_pace_vs_teammate,defender_race_pace_vs_teammate
GAS,TSU,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,12,11,97.54,97.032,0.0,-0.5080000000000098,224.0,232.0,253.0,239.0,271.0,270.0,288.0,284.0,-8.0,14.0,1.0,4.0,False,False,SOFT,SOFT,1,1,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,14,13,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.027999999999998693,-0.1769999999999996,-1,False,AlphaTauri,AlphaTauri,True,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,GAS,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,13,12,97.914,97.54,0.0,-0.3739999999999952,226.0,224.0,243.0,253.0,271.0,271.0,298.0,288.0,2.0,-10.0,0.0,10.0,False,False,SOFT,SOFT,4,1,3,1,1,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,16,14,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.018000000000000682,-0.11299999999999955,-1,False,Aston Martin,AlphaTauri,False,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,VET,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,14,13,98.434,97.914,0.0,-0.519999999999996,227.0,226.0,243.0,243.0,269.0,271.0,289.0,298.0,1.0,0.0,-2.0,-9.0,False,False,SOFT,SOFT,4,4,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,17,16,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.17999999999999972,-0.03399999999999892,-1,False,Aston Martin,Aston Martin,True,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALO,STR,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,15,14,99.123,98.434,0.0,-0.6890000000000072,223.0,227.0,233.0,243.0,269.0,269.0,313.0,289.0,-4.0,-10.0,0.0,24.0,False,False,SOFT,SOFT,1,4,-3,1,1,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,20,17,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.22999999999999687,-0.33399999999999963,-1,False,Alpine,Aston Martin,False,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALO,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,16,15,99.503,99.123,0.0,-0.37999999999999545,233.0,223.0,243.0,233.0,273.0,269.0,306.0,313.0,10.0,10.0,4.0,-7.0,False,False,SOFT,SOFT,1,1,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,18,20,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.14000000000000057,-0.5910000000000011,-1,False,Williams,Alpine,False,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHO,ALB,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,17,16,99.84,99.503,0.0,-0.3370000000000033,234.0,233.0,244.0,243.0,273.0,273.0,287.0,306.0,1.0,1.0,0.0,-19.0,False,False,SOFT,SOFT,1,1,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,15,18,36.6,49.3,7.0,False,3.2,True,True,0.0,-0.267000000000003,0.4980000000000011,2,False,Alfa Romeo,Williams,False,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,ZHO,False,2022,Spanish Grand Prix,6,2022-05-22,1,66,0.0152,18,17,100.512,99.84,0.0,-0.671999999999997,233.0,234.0,236.0,244.0,271.0,273.0,306.0,287.0,-1.0,-8.0,-2.0,19.0,False,False,SOFT,SOFT,1,1,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,19,15,36.6,49.3,7.0,False,3.2,False,False,0.0,-0.006000000000000227,-0.18900000000000006,-1,False,Williams,Alfa Romeo,False,0.0,0.0,20,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,LEC,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,2,1,87.509,87.627,0.9929999999999382,0.117999999999995,262.0,259.0,264.0,266.0,271.0,272.0,299.0,294.0,3.0,-2.0,-1.0,5.0,False,False,SOFT,SOFT,5,2,3,1,1,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,2,1,36.6,49.3,6.0,False,4.0,False,False,0.2630000000000017,-0.36299999999999955,0.21799999999999997,0,False,Red Bull Racing,Ferrari,False,99.0,1.2480000000000473,2,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAI,PER,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,5,4,88.431,87.791,0.6630000000000109,-0.6400000000000006,255.0,260.0,265.0,252.0,273.0,271.0,302.0,299.0,-5.0,13.0,2.0,3.0,False,False,SOFT,SOFT,5,5,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,3,5,36.6,49.3,6.0,False,4.0,False,False,-0.3470000000000013,-0.09199999999999875,-0.20099999999999696,-1,False,Ferrari,Red Bull Racing,False,1.2280000000000655,1.1399999999998727,2,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOT,MSC,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,7,6,89.46,89.013,0.6660000000001673,-0.4469999999999885,248.0,254.0,248.0,249.0,271.0,270.0,299.0,302.0,-6.0,-1.0,1.0,-3.0,False,False,SOFT,SOFT,5,4,1,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,7,10,36.6,49.3,6.0,False,4.0,True,True,-0.125,-0.38700000000000045,0.06500000000000128,2,False,Alfa Romeo,Haas F1 Team,False,1.1399999999998727,0.7449999999998909,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIC,BOT,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,8,7,89.663,89.46,0.7449999999998909,-0.20300000000000296,0.0,248.0,244.0,248.0,268.0,271.0,299.0,299.0,-248.0,-4.0,-3.0,0.0,False,False,SOFT,SOFT,5,5,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,9,7,36.6,49.3,6.0,False,4.0,False,False,-0.04299999999999926,0.12100000000000222,-0.28100000000000236,1,False,McLaren,Alfa Romeo,False,0.6660000000001673,0.4760000000001128,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCO,RIC,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,9,8,89.962,89.663,0.4760000000001128,-0.2990000000000066,237.0,0.0,244.0,244.0,269.0,268.0,301.0,299.0,237.0,0.0,1.0,2.0,False,False,SOFT,SOFT,2,5,-3,1,1,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,12,9,36.6,49.3,6.0,False,4.0,False,True,-0.1910000000000025,-0.06499999999999773,-0.04299999999999926,-1,False,Alpine,McLaren,False,0.7449999999998909,0.5659999999998035,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,OCO,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,10,9,90.317,89.962,0.5659999999998035,-0.35499999999998977,243.0,237.0,235.0,244.0,270.0,269.0,300.0,301.0,6.0,-9.0,1.0,-1.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,11,12,36.6,49.3,6.0,False,4.0,False,False,-0.4289999999999985,-0.23499999999999943,0.30900000000000105,2,False,McLaren,Alpine,False,0.4760000000001128,0.5610000000001492,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSU,NOR,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,11,10,90.603,90.317,0.5610000000001492,-0.28600000000000136,231.0,243.0,244.0,235.0,271.0,270.0,305.0,300.0,-12.0,9.0,1.0,5.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,13,11,36.6,49.3,6.0,False,4.0,False,False,0.09100000000000108,-0.11200000000000188,-0.26500000000000057,0,False,AlphaTauri,McLaren,False,0.5659999999998035,0.5080000000002656,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,TSU,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,12,11,90.898,90.603,0.5080000000002656,-0.2950000000000017,247.0,231.0,247.0,244.0,270.0,271.0,307.0,305.0,16.0,3.0,-1.0,2.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,14,13,36.6,49.3,6.0,False,4.0,False,False,0.1319999999999979,-0.20400000000000063,-0.22299999999999898,0,False,AlphaTauri,AlphaTauri,True,0.5610000000001492,0.3739999999997963,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,GAS,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,13,12,90.959,90.898,0.3739999999997963,-0.06100000000000705,231.0,247.0,235.0,247.0,271.0,270.0,303.0,307.0,-16.0,-12.0,1.0,-4.0,False,False,SOFT,SOFT,5,2,3,1,1,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,16,14,36.6,49.3,6.0,False,4.0,False,False,0.02500000000000213,-0.07500000000000284,-0.010999999999999233,0,False,Aston Martin,AlphaTauri,False,0.5080000000002656,0.5199999999999818,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,VET,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,14,13,91.063,90.959,0.5199999999999818,-0.1039999999999992,238.0,231.0,230.0,235.0,271.0,271.0,305.0,303.0,7.0,-5.0,0.0,2.0,False,False,SOFT,SOFT,5,5,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,17,16,36.6,49.3,6.0,False,4.0,False,False,-0.03300000000000125,-0.07000000000000028,-0.0010000000000012221,-1,False,Aston Martin,Aston Martin,True,0.3739999999997963,0.6889999999998508,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALO,STR,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,15,14,90.932,91.063,0.6889999999998508,0.13100000000000023,241.0,238.0,224.0,230.0,270.0,271.0,295.0,305.0,3.0,-6.0,-1.0,-10.0,False,False,SOFT,SOFT,2,5,-3,1,1,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,20,17,36.6,49.3,6.0,False,4.0,False,True,-0.05799999999999983,0.4370000000000047,-0.2480000000000011,1,False,Alpine,Aston Martin,False,0.5199999999999818,0.38000000000010914,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,ALO,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,16,15,91.252,90.932,0.38000000000010914,-0.3199999999999932,224.0,241.0,241.0,224.0,270.0,270.0,314.0,295.0,-17.0,17.0,0.0,19.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,18,20,36.6,49.3,6.0,False,4.0,False,False,0.15700000000000003,-0.5110000000000028,0.03400000000000247,0,False,Williams,Alpine,False,0.6889999999998508,0.3369999999999891,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHO,ALB,True,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,17,16,91.212,91.252,0.3369999999999891,0.03999999999999204,0.0,224.0,233.0,241.0,274.0,270.0,305.0,314.0,-224.0,-8.0,4.0,-9.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,15,18,36.6,49.3,6.0,False,4.0,True,True,-0.019999999999999574,-0.17099999999999937,0.2309999999999981,2,False,Alfa Romeo,Williams,False,0.38000000000010914,0.6720000000000255,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,ZHO,False,2022,Spanish Grand Prix,6,2022-05-22,2,66,0.0303,18,17,91.197,91.212,0.6720000000000255,0.015000000000000568,0.0,0.0,235.0,233.0,270.0,274.0,303.0,305.0,0.0,2.0,-4.0,-2.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,19,15,36.6,49.3,6.0,False,4.0,False,False,-0.08600000000000207,0.27600000000000335,-0.1750000000000007,1,False,Williams,Alfa Romeo,False,0.3369999999999891,14.635000000000218,13,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,LEC,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,2,1,87.574,87.198,0.875,-0.3760000000000048,254.0,265.0,258.0,265.0,269.0,269.0,297.0,293.0,-11.0,-7.0,0.0,4.0,False,False,SOFT,SOFT,6,3,3,1,1,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,2,1,36.7,49.4,7.0,False,2.9,False,False,0.0470000000000006,-0.5649999999999977,0.14199999999999946,2,False,Red Bull Racing,Ferrari,False,99.0,1.5700000000001637,2,opening,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIC,BOT,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,8,7,89.28,88.709,0.9479999999998654,-0.570999999999998,250.0,259.0,265.0,257.0,267.0,278.0,292.0,298.0,-9.0,8.0,-11.0,-6.0,False,False,SOFT,SOFT,6,6,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,9,7,36.7,49.4,7.0,False,2.9,False,False,-0.11599999999999966,-0.23999999999999488,-0.21499999999999986,-1,False,McLaren,Alfa Romeo,False,1.112999999999829,0.775000000000091,12,opening,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCO,RIC,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,9,8,89.434,89.28,0.775000000000091,-0.15399999999999636,243.0,250.0,256.0,265.0,273.0,267.0,298.0,292.0,-7.0,-9.0,6.0,6.0,False,False,SOFT,SOFT,3,6,-3,1,1,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,12,9,36.7,49.4,7.0,False,2.9,True,True,-0.09999999999999787,-0.0040000000000048885,-0.05000000000000071,-1,False,Alpine,McLaren,False,0.9479999999998654,0.9209999999998217,12,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,OCO,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,10,9,89.87,89.434,0.9209999999998217,-0.43600000000000705,235.0,243.0,249.0,256.0,267.0,273.0,298.0,298.0,-8.0,-7.0,-6.0,0.0,False,False,SOFT,SOFT,3,3,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,11,12,36.7,49.4,7.0,False,2.9,False,False,-0.4920000000000009,-0.012999999999998124,0.06899999999999906,2,False,McLaren,Alpine,False,0.775000000000091,0.8470000000002074,12,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSU,NOR,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,11,10,89.864,89.87,0.8470000000002074,0.006000000000000227,242.0,235.0,252.0,249.0,274.0,267.0,301.0,298.0,7.0,3.0,7.0,3.0,False,False,SOFT,SOFT,3,3,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,13,11,36.7,49.4,7.0,False,2.9,False,False,0.31099999999999994,-0.19700000000000273,-0.10800000000000054,0,False,AlphaTauri,McLaren,False,0.9209999999998217,0.8029999999998836,12,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,TSU,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,12,11,89.831,89.864,0.8029999999998836,0.03300000000000125,254.0,242.0,249.0,252.0,275.0,274.0,302.0,301.0,12.0,-3.0,1.0,1.0,False,False,SOFT,SOFT,3,3,0,1,1,True,True,False,BARCELONA,1,mixed,False,0,medium-speed,14,13,36.7,49.4,7.0,False,2.9,False,False,0.31899999999999906,-0.16099999999999426,-0.125,0,False,AlphaTauri,AlphaTauri,True,0.8470000000002074,0.43499999999994543,12,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,GAS,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,13,12,90.09,89.831,0.43499999999994543,-0.25900000000000034,245.0,254.0,242.0,249.0,275.0,275.0,297.0,302.0,-9.0,-7.0,0.0,-5.0,False,False,SOFT,SOFT,6,3,3,1,1,False,True,False,BARCELONA,1,mixed,False,0,medium-speed,16,14,36.7,49.4,7.0,False,2.9,False,False,-0.29499999999999815,-0.06700000000000017,0.10300000000000153,2,False,Aston Martin,AlphaTauri,False,0.8029999999998836,0.624000000000251,12,opening,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,VET,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,14,13,90.49,90.09,0.624000000000251,-0.3999999999999915,248.0,245.0,238.0,242.0,273.0,275.0,299.0,297.0,3.0,-4.0,-2.0,2.0,False,False,SOFT,SOFT,6,6,0,1,1,False,False,False,BARCELONA,1,mixed,False,0,medium-speed,17,16,36.7,49.4,7.0,False,2.9,False,False,-0.18299999999999983,-0.12700000000000244,-0.08999999999999986,-1,False,Aston Martin,Aston Martin,True,0.43499999999994543,0.5579999999999927,12,opening,mid,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALO,STR,False,2022,Spanish Grand Prix,6,2022-05-22,3,66,0.0455,15,14,90.573,90.49,0.5579999999999927,-0.08299999999999841,234.0,248.0,237.0,238.0,277.0,273.0,301.0,299.0,-14.0,-1.0,4.0,2.0,False,False,SOFT,SOFT,3,6,-3,1,1,True,False,False,BARCELONA,1,mixed,False,0,medium-speed,20,17,36.7,49.4,7.0,False,2.9,True,True,0.08299999999999841,0.15500000000000114,-0.3210000000000015,1,False,Alpine,Aston Martin,False,0.624000000000251,0.9969999999998436,12,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
