attacker,defender,overtake,year,race_name,round_number,event_date,lap_number,total_laps,race_progress,attacker_position,defender_position,attacker_lap_time,defender_lap_time,gap_ahead,pace_delta,attacker_speed_i1,defender_speed_i1,attacker_speed_i2,defender_speed_i2,attacker_finish_line_speed,defender_finish_line_speed,attacker_straight_speed,defender_straight_speed,speed_i1_delta,speed_i2_delta,speed_fl_delta,speed_st_delta,safety_car,yellow_flag,attacker_tyre_compound,defender_tyre_compound,attacker_tyre_age,defender_tyre_age,tyre_age_difference,attacker_stint,defender_stint,attacker_fresh_tyre,defender_fresh_tyre,pit_stop_involved,track,sector,sector_type,is_in_drs_zone,drs_zone_length,track_type,attacker_qualification_rank,defender_qualification_rank,air_temp,track_temp,humidity,rainfall,wind_speed,overtake_within_2,overtake_within_3,sector1_delta,sector2_delta,sector3_delta,strongest_sector,compound_mismatch,attacker_team,defender_team,same_team,gap_to_car_ahead,gap_to_car_behind,drs_train_size,race_phase,stint_phase,attacker_overtake_rate_last5,defender_defend_rate_last5,attacker_team_pace_rank,defender_team_pace_rank,team_delta,attacker_positions_gained_avg,defender_positions_gained_avg,attacker_quali_vs_teammate,defender_quali_vs_teammate,attacker_race_pace_vs_teammate,defender_race_pace_vs_teammate
GAS,ALO,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,12,11,102.427,102.048,0.0,-0.3790000000000049,271.0,270.0,299.0,296.0,265.0,262.0,294.0,293.0,1.0,3.0,3.0,1.0,False,False,MEDIUM,MEDIUM,1,2,-1,1,1,True,False,False,SUZUKA,1,mixed,False,0,medium-speed,11,12,14.3,21.0,77.0,False,0.9,False,False,0.0,0.3400000000000034,-0.33200000000000074,1,False,Alpine,Aston Martin,False,0.0,0.0,20,opening,fresh,0.05194805194805195,0.9278350515463918,10.0,10.0,0.0,1.8,0.2,0.0,5.0,0.0987769960836971,0.6760185463490757
TSU,GAS,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,13,12,102.862,102.427,0.0,-0.43499999999998806,276.0,271.0,303.0,299.0,265.0,265.0,299.0,294.0,5.0,4.0,0.0,5.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,14,11,14.3,21.0,77.0,False,0.9,False,False,0.0,-0.030999999999998806,0.21099999999999852,2,False,Red Bull Racing,Alpine,False,0.0,0.0,20,opening,fresh,0.04225352112676056,0.868421052631579,10.0,10.0,0.0,-0.6,1.8,-0.4,0.0,-0.7915078129867397,0.0987769960836971
LAW,TSU,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,14,13,103.463,102.862,0.0,-0.6009999999999991,277.0,276.0,303.0,303.0,264.0,265.0,302.0,299.0,1.0,0.0,-1.0,3.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,13,14,14.3,21.0,77.0,False,0.9,False,False,0.0,-0.8599999999999994,-0.11599999999999966,-1,False,Racing Bulls,Red Bull Racing,False,0.0,0.0,20,opening,fresh,0.5,0.875,10.0,10.0,0.0,0.0,-0.6,0.0,-0.4,0.0,-0.7915078129867397
HUL,LAW,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,15,14,103.858,103.463,0.0,-0.39500000000001023,280.0,277.0,311.0,303.0,266.0,264.0,288.0,302.0,3.0,8.0,2.0,-14.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,16,13,14.3,21.0,77.0,False,0.9,False,False,0.0,0.5749999999999957,-0.26599999999999824,1,False,Kick Sauber,Racing Bulls,False,0.0,0.0,20,opening,fresh,0.10416666666666667,0.5,10.0,10.0,0.0,-1.6,0.0,4.8,0.0,-0.3649442488706967,0.0
SAI,HUL,True,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,16,15,104.206,103.858,0.0,-0.347999999999999,274.0,280.0,304.0,311.0,266.0,266.0,303.0,288.0,-6.0,-7.0,0.0,15.0,False,False,MEDIUM,MEDIUM,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,15,16,14.3,21.0,77.0,False,0.9,True,True,0.0,-0.24899999999999523,0.20400000000000063,2,False,Williams,Kick Sauber,False,0.0,0.0,20,opening,fresh,0.10344827586206896,0.8705882352941177,10.0,10.0,0.0,-0.4,-1.6,-2.0,4.8,-0.7433242771263877,-0.3649442488706967
OCO,SAI,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,17,16,104.763,104.206,0.0,-0.5570000000000022,276.0,274.0,299.0,304.0,265.0,266.0,298.0,303.0,2.0,-5.0,-1.0,-5.0,False,False,HARD,MEDIUM,2,1,1,1,1,False,True,False,SUZUKA,1,mixed,False,0,medium-speed,18,15,14.3,21.0,77.0,False,0.9,False,False,0.0,-0.08600000000000563,0.03999999999999915,2,True,Haas F1 Team,Williams,False,0.0,0.0,20,opening,fresh,0.1506849315068493,0.9615384615384616,10.0,10.0,0.0,0.6,-0.4,0.0,-2.0,-0.0987769960836971,-0.7433242771263877
DOO,OCO,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,18,17,105.302,104.763,0.0,-0.5390000000000015,268.0,276.0,302.0,299.0,265.0,265.0,291.0,298.0,-8.0,3.0,0.0,-7.0,False,False,SOFT,HARD,1,2,-1,1,1,True,False,False,SUZUKA,1,mixed,False,0,medium-speed,19,18,14.3,21.0,77.0,False,0.9,False,False,0.0,0.01300000000000523,-0.17999999999999972,1,True,Alpine,Haas F1 Team,False,0.0,0.0,20,opening,fresh,0.5,0.9295774647887324,10.0,10.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.0987769960836971
STR,DOO,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,19,18,106.103,105.302,0.0,-0.8009999999999877,266.0,268.0,300.0,302.0,264.0,265.0,299.0,291.0,-2.0,-2.0,-1.0,8.0,False,False,SOFT,SOFT,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,20,19,14.3,21.0,77.0,False,0.9,False,False,0.0,-0.4209999999999994,-0.08500000000000085,-1,False,Aston Martin,Alpine,False,0.0,0.0,20,opening,fresh,0.11538461538461539,0.5,10.0,10.0,0.0,-0.6,0.0,-5.0,0.0,-0.6760185463490757,0.0
BOR,STR,False,2025,Japanese Grand Prix,3,2025-04-06,1,53,0.0189,20,19,106.89,106.103,0.0,-0.7870000000000061,264.0,266.0,302.0,300.0,265.0,264.0,270.0,299.0,-2.0,2.0,1.0,-29.0,False,False,HARD,SOFT,1,1,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,17,20,14.3,21.0,77.0,False,0.9,False,False,0.0,0.04899999999999949,-0.10800000000000054,1,True,Kick Sauber,Aston Martin,False,0.0,99.0,20,opening,fresh,0.5,0.927536231884058,10.0,10.0,0.0,0.0,-0.6,0.0,-5.0,0.0,-0.6760185463490757
PIA,NOR,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,3,2,94.084,93.947,0.7210000000000036,-0.13700000000000045,283.0,0.0,300.0,298.0,266.0,266.0,289.0,295.0,283.0,2.0,0.0,-6.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,3,2,14.3,21.0,77.0,False,0.9,False,False,-0.12700000000000244,0.1910000000000025,-0.2010000000000005,1,False,McLaren,McLaren,True,1.0360000000000582,0.8889999999996689,19,opening,fresh,0.11538461538461539,1.0,10.0,10.0,0.0,0.4,-1.6,-1.8,1.8,0.1630526895326881,-0.1630526895326881
LEC,PIA,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,4,3,94.121,94.084,0.8889999999996689,-0.03699999999999193,277.0,283.0,300.0,300.0,264.0,266.0,295.0,289.0,-6.0,0.0,-2.0,6.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,4,3,14.3,21.0,77.0,False,0.9,False,False,-0.14699999999999847,-0.17600000000000193,0.2859999999999978,2,False,Ferrari,McLaren,False,0.7210000000000036,0.6140000000000327,19,opening,fresh,0.012987012987012988,1.0,10.0,10.0,0.0,1.0,0.4,2.0,-1.8,0.7433242771263877,0.1630526895326881
RUS,LEC,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,5,4,94.191,94.121,0.6140000000000327,-0.07000000000000739,281.0,277.0,303.0,300.0,269.0,264.0,300.0,295.0,4.0,3.0,5.0,5.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,5,4,14.3,21.0,77.0,False,0.9,False,False,0.09799999999999898,-0.12100000000000222,-0.046999999999997044,0,False,Mercedes,Ferrari,False,0.8889999999996689,0.9800000000000182,19,opening,fresh,0.14814814814814814,0.9230769230769231,10.0,10.0,0.0,-0.2,1.0,-0.6,2.0,0.31116981080222955,0.7433242771263877
ANT,RUS,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,6,5,94.531,94.191,0.9800000000000182,-0.3400000000000034,279.0,281.0,301.0,303.0,258.0,269.0,295.0,300.0,-2.0,-2.0,-11.0,-5.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,6,5,14.3,21.0,77.0,False,0.9,False,False,-0.14999999999999858,-0.13299999999999557,-0.05700000000000216,-1,False,Mercedes,Mercedes,True,0.6140000000000327,0.9590000000002874,19,opening,fresh,0.5,0.946236559139785,10.0,10.0,0.0,0.0,-0.2,0.0,-0.6,0.0,0.31116981080222955
HAD,ANT,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,7,6,94.75,94.531,0.9590000000002874,-0.2189999999999941,281.0,279.0,301.0,301.0,264.0,258.0,296.0,295.0,2.0,0.0,6.0,1.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,7,6,14.3,21.0,77.0,False,0.9,False,False,0.0,-0.2469999999999999,0.028000000000002245,2,False,Racing Bulls,Mercedes,False,0.9800000000000182,0.3550000000000182,19,opening,fresh,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,HAD,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,8,7,95.275,94.75,0.3550000000000182,-0.5250000000000057,276.0,281.0,300.0,301.0,268.0,264.0,293.0,296.0,-5.0,-1.0,4.0,-3.0,False,False,HARD,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,8,7,14.3,21.0,77.0,False,0.9,False,False,-0.5390000000000015,0.04399999999999693,-0.030000000000001137,1,True,Ferrari,Racing Bulls,False,0.9590000000002874,0.5070000000000618,19,opening,fresh,0.15384615384615385,0.5,10.0,10.0,0.0,0.8,0.0,0.6,0.0,-0.31116981080222955,0.0
ALB,HAM,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,9,8,95.445,95.275,0.5070000000000618,-0.1699999999999875,282.0,276.0,304.0,300.0,268.0,268.0,300.0,293.0,6.0,4.0,0.0,7.0,False,False,MEDIUM,HARD,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,9,8,14.3,21.0,77.0,False,0.9,False,False,0.008000000000002672,-0.06400000000000006,-0.11400000000000077,0,True,Williams,Ferrari,False,0.3550000000000182,0.488999999999578,19,opening,fresh,0.027777777777777776,0.975,10.0,10.0,0.0,0.4,0.8,3.6,0.6,0.06009314319335601,-0.31116981080222955
BEA,ALB,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,10,9,95.553,95.445,0.488999999999578,-0.10800000000000409,275.0,282.0,300.0,304.0,268.0,268.0,298.0,300.0,-7.0,-4.0,0.0,-2.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,10,9,14.3,21.0,77.0,False,0.9,False,False,0.08399999999999608,-0.2749999999999986,0.08300000000000196,0,False,Haas F1 Team,Williams,False,0.5070000000000618,0.7730000000001382,19,opening,fresh,0.5,0.9078947368421053,10.0,10.0,0.0,0.0,0.4,0.0,3.6,0.0,0.06009314319335601
ALO,BEA,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,11,10,95.686,95.553,0.7730000000001382,-0.13300000000000978,279.0,275.0,301.0,300.0,267.0,268.0,290.0,298.0,4.0,1.0,-1.0,-8.0,False,False,MEDIUM,MEDIUM,3,2,1,1,1,False,True,False,SUZUKA,1,mixed,False,0,medium-speed,12,10,14.3,21.0,77.0,False,0.9,False,False,0.054999999999999716,0.03900000000000148,-0.2270000000000003,0,False,Aston Martin,Haas F1 Team,False,0.488999999999578,0.3789999999999054,19,opening,fresh,0.03488372093023256,0.5,10.0,10.0,0.0,0.2,0.0,5.0,0.0,0.6760185463490757,0.0
GAS,ALO,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,12,11,95.858,95.686,0.3789999999999054,-0.17199999999999704,274.0,279.0,300.0,301.0,269.0,267.0,292.0,290.0,-5.0,-1.0,2.0,2.0,False,False,MEDIUM,MEDIUM,2,3,-1,1,1,True,False,False,SUZUKA,1,mixed,False,0,medium-speed,11,12,14.3,21.0,77.0,False,0.9,False,False,-0.12299999999999756,-0.23700000000000188,0.18799999999999883,2,False,Alpine,Aston Martin,False,0.7730000000001382,0.43499999999994543,19,opening,fresh,0.05194805194805195,0.9278350515463918,10.0,10.0,0.0,1.8,0.2,0.0,5.0,0.0987769960836971,0.6760185463490757
TSU,GAS,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,13,12,96.076,95.858,0.43499999999994543,-0.2179999999999893,277.0,274.0,300.0,300.0,268.0,269.0,298.0,292.0,3.0,0.0,-1.0,6.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,14,11,14.3,21.0,77.0,False,0.9,False,False,-0.3569999999999993,0.3369999999999962,-0.1980000000000004,1,False,Red Bull Racing,Alpine,False,0.3789999999999054,0.6010000000001128,19,opening,fresh,0.04225352112676056,0.868421052631579,10.0,10.0,0.0,-0.6,1.8,-0.4,0.0,-0.7915078129867397,0.0987769960836971
LAW,TSU,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,14,13,96.326,96.076,0.6010000000001128,-0.25,280.0,277.0,302.0,300.0,268.0,268.0,300.0,298.0,3.0,2.0,0.0,2.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,13,14,14.3,21.0,77.0,False,0.9,False,False,-0.1290000000000049,-0.16499999999999915,0.04400000000000048,2,False,Racing Bulls,Red Bull Racing,False,0.43499999999994543,0.7429999999999382,19,opening,fresh,0.5,0.875,10.0,10.0,0.0,0.0,-0.6,0.0,-0.4,0.0,-0.7915078129867397
SAI,LAW,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,15,14,96.248,96.326,0.7429999999999382,0.07799999999998875,282.0,280.0,302.0,302.0,267.0,268.0,299.0,300.0,2.0,0.0,-1.0,-1.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,15,13,14.3,21.0,77.0,False,0.9,False,False,-0.1039999999999992,0.029000000000003467,0.1529999999999987,2,False,Williams,Racing Bulls,False,0.6010000000001128,0.34799999999995634,19,opening,fresh,0.10344827586206896,0.5,10.0,10.0,0.0,-0.4,0.0,-2.0,0.0,-0.7433242771263877,0.0
HUL,SAI,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,16,15,97.125,96.248,0.34799999999995634,-0.8769999999999953,274.0,282.0,303.0,302.0,270.0,267.0,299.0,299.0,-8.0,1.0,3.0,0.0,False,False,MEDIUM,MEDIUM,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,16,15,14.3,21.0,77.0,False,0.9,False,False,0.08300000000000551,-0.9239999999999995,-0.03599999999999781,0,False,Kick Sauber,Williams,False,0.7429999999999382,0.9050000000002001,19,opening,fresh,0.10416666666666667,0.9615384615384616,10.0,10.0,0.0,-1.6,-0.4,4.8,-2.0,-0.3649442488706967,-0.7433242771263877
OCO,HUL,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,17,16,96.899,97.125,0.9050000000002001,0.2259999999999991,0.0,274.0,301.0,303.0,268.0,270.0,300.0,299.0,-274.0,-2.0,-2.0,1.0,False,False,HARD,MEDIUM,3,2,1,1,1,False,True,False,SUZUKA,1,mixed,False,0,medium-speed,18,16,14.3,21.0,77.0,False,0.9,False,False,0.01899999999999835,0.41199999999999903,-0.20500000000000185,1,True,Haas F1 Team,Kick Sauber,False,0.34799999999995634,0.5389999999997599,19,opening,fresh,0.1506849315068493,0.8705882352941177,10.0,10.0,0.0,0.6,-1.6,0.0,4.8,-0.0987769960836971,-0.3649442488706967
DOO,OCO,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,18,17,96.848,96.899,0.5389999999997599,0.05100000000000193,270.0,0.0,301.0,301.0,269.0,268.0,288.0,300.0,270.0,0.0,1.0,-12.0,False,False,SOFT,HARD,2,3,-1,1,1,True,False,False,SUZUKA,1,mixed,False,0,medium-speed,19,18,14.3,21.0,77.0,False,0.9,False,False,0.11299999999999955,-0.01899999999999835,-0.04299999999999926,0,True,Alpine,Haas F1 Team,False,0.9050000000002001,0.8010000000003856,19,opening,fresh,0.5,0.9295774647887324,10.0,10.0,0.0,0.0,0.6,0.0,0.0,0.0,-0.0987769960836971
STR,DOO,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,19,18,97.016,96.848,0.8010000000003856,-0.16800000000000637,278.0,270.0,301.0,301.0,267.0,269.0,298.0,288.0,8.0,0.0,-2.0,10.0,False,False,SOFT,SOFT,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,20,19,14.3,21.0,77.0,False,0.9,False,False,0.015000000000000568,-0.14300000000000068,-0.03999999999999915,0,False,Aston Martin,Alpine,False,0.5389999999997599,0.7869999999998072,19,opening,fresh,0.11538461538461539,0.5,10.0,10.0,0.0,-0.6,0.0,-5.0,0.0,-0.6760185463490757,0.0
BOR,STR,False,2025,Japanese Grand Prix,3,2025-04-06,2,53,0.0377,20,19,96.988,97.016,0.7869999999998072,0.028000000000005798,270.0,278.0,302.0,301.0,266.0,267.0,282.0,298.0,-8.0,1.0,-1.0,-16.0,False,False,HARD,SOFT,2,2,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,17,20,14.3,21.0,77.0,False,0.9,False,False,-0.2510000000000048,0.2629999999999981,0.015999999999998238,1,True,Kick Sauber,Aston Martin,False,0.8010000000003856,99.0,19,opening,fresh,0.5,0.927536231884058,10.0,10.0,0.0,0.0,-0.6,0.0,-5.0,0.0,-0.6760185463490757
PIA,NOR,False,2025,Japanese Grand Prix,3,2025-04-06,3,53,0.0566,3,2,94.042,93.789,0.8580000000001746,-0.2530000000000001,282.0,282.0,300.0,298.0,266.0,263.0,288.0,293.0,0.0,2.0,3.0,-5.0,False,False,MEDIUM,MEDIUM,3,3,0,1,1,True,True,False,SUZUKA,1,mixed,False,0,medium-speed,3,2,14.3,20.8,77.0,False,1.5,False,False,-0.0020000000000024443,-0.03700000000000614,-0.21399999999999864,-1,False,McLaren,McLaren,True,1.0399999999999636,0.9259999999999309,4,opening,fresh,0.11538461538461539,1.0,10.0,10.0,0.0,0.4,-1.6,-1.8,1.8,0.1630526895326881,-0.1630526895326881
