year,race_name,round_number,event_format,lap_number,overtaker,overtaken,overtaker_prev_pos,overtaker_next_pos,overtaken_prev_pos,overtaken_next_pos,position_gain,consecutive_before,consecutive_after,pit_related,accurate_timing,safety_car,yellow_flag,lap1_or_restart_like
2025,Australian Grand Prix,1,conventional,14,ANT,HUL,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,16,HUL,ANT,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,17,ANT,HUL,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,17,PIA,VER,3,2,2,3,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,19,LAW,OCO,16,15,15,16,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,22,ANT,STR,12,11,11,12,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,43,TSU,LEC,6,5,5,6,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,44,GAS,LEC,9,4,6,5,5,False,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,44,HAM,LEC,8,3,6,5,5,False,False,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,45,HAM,TSU,3,2,2,3,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,46,LEC,TSU,5,2,3,4,3,False,False,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,51,PIA,OCO,13,12,12,13,1,True,True,False,False,False,False,False
2025,Australian Grand Prix,1,conventional,52,LEC,HAM,10,9,9,10,1,True,True,False,False,False,False,False
2025,Australian Grand Prix,1,conventional,53,PIA,TSU,12,11,11,12,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,54,HAM,GAS,10,9,8,10,1,False,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,54,LEC,GAS,9,8,8,10,1,True,False,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,55,PIA,GAS,11,10,10,11,1,True,True,False,True,False,False,False
