year,race_name,round_number,event_format,lap_number,overtaker,overtaken,overtaker_prev_pos,overtaker_next_pos,overtaken_prev_pos,overtaken_next_pos,position_gain,consecutive_before,consecutive_after,pit_related,accurate_timing,safety_car,yellow_flag,lap1_or_restart_like
2025,Australian Grand Prix,1,conventional,14,ANT,HUL,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,16,HUL,ANT,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,17,ANT,HUL,13,12,12,13,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,17,PIA,VER,3,2,2,3,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,19,LAW,OCO,16,15,15,16,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,22,ANT,STR,12,11,11,12,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,33,OCO,LAW,16,14,15,15,2,True,True,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,34,BEA,LAW,16,15,15,16,1,True,True,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,39,LAW,BEA,16,14,15,16,2,True,False,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,39,LAW,OCO,16,14,14,15,2,False,True,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,43,TSU,LEC,6,5,5,6,1,True,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,44,ALB,PIA,7,9,2,15,-2,False,False,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,44,ANT,PIA,10,11,2,15,-1,False,False,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,44,BOR,PIA,13,13,2,15,0,False,False,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,44,GAS,ALB,9,4,7,9,5,False,False,True,False,False,False,False
2025,Australian Grand Prix,1,conventional,44,GAS,LEC,9,4,6,5,5,False,True,False,True,False,False,False
2025,Australian Grand Prix,1,conventional,44,GAS,NOR,9,4,1,6,5,False,False,True,False,False,False,False
